Offset 0010EB: arquivo1 = 69 | arquivo2 = 68
Offset 0010EC: arquivo1 = 00 | arquivo2 = 76
Offset 0010ED: arquivo1 = B0 | arquivo2 = C2
Offset 0010EE: arquivo1 = 88 | arquivo2 = 89
Offset 0010F0: arquivo1 = 82 | arquivo2 = 83
Offset 0010F1: arquivo1 = D4 | arquivo2 = A3
Offset 0010F2: arquivo1 = 6D | arquivo2 = 1E
Offset 0010F3: arquivo1 = DA | arquivo2 = DB
Offset 0010F4: arquivo1 = 2F | arquivo2 = 59
Offset 0010F5: arquivo1 = 2F | arquivo2 = 5C
Offset 0010F6: arquivo1 = 67 | arquivo2 = 66
Offset 0010F8: arquivo1 = 94 | arquivo2 = 95
Offset 0010F9: arquivo1 = 6E | arquivo2 = 19
Offset 0010FA: arquivo1 = 1A | arquivo2 = 6E
Offset 0010FB: arquivo1 = 10 | arquivo2 = 11
Offset 0010FC: arquivo1 = EF | arquivo2 = 99
Offset 0010FD: arquivo1 = 55 | arquivo2 = 27
Offset 0010FE: arquivo1 = 58 | arquivo2 = 5C
Offset 001100: arquivo1 = 4B | arquivo2 = 4C
Offset 001101: arquivo1 = B1 | arquivo2 = C3
Offset 001102: arquivo1 = D9 | arquivo2 = AC
Offset 001103: arquivo1 = 36 | arquivo2 = 37
Offset 001104: arquivo1 = AA | arquivo2 = DC
Offset 001105: arquivo1 = B6 | arquivo2 = C3
Offset 001108: arquivo1 = 44 | arquivo2 = 45
Offset 001109: arquivo1 = 92 | arquivo2 = E4
Offset 00110A: arquivo1 = 07 | arquivo2 = 71
Offset 00110B: arquivo1 = A3 | arquivo2 = A2
Offset 00110C: arquivo1 = 5A | arquivo2 = 2C
Offset 00110D: arquivo1 = 71 | arquivo2 = 07
Offset 001110: arquivo1 = 6C | arquivo2 = 6E
Offset 001113: arquivo1 = 9D | arquivo2 = 9F
Offset 001118: arquivo1 = D1 | arquivo2 = D3
Offset 00111A: arquivo1 = 33 | arquivo2 = 32
Offset 00111B: arquivo1 = F9 | arquivo2 = FB
Offset 00111D: arquivo1 = 9F | arquivo2 = 9E
Offset 001120: arquivo1 = 79 | arquivo2 = 7B
Offset 001122: arquivo1 = D5 | arquivo2 = D7
Offset 001123: arquivo1 = 70 | arquivo2 = 72
Offset 001125: arquivo1 = DE | arquivo2 = DC
Offset 001128: arquivo1 = 8E | arquivo2 = 8C
Offset 00112A: arquivo1 = 73 | arquivo2 = 70
Offset 00112B: arquivo1 = 27 | arquivo2 = 25
Offset 00112D: arquivo1 = B8 | arquivo2 = BB
Offset 001130: arquivo1 = 00 | arquivo2 = 02
Offset 001132: arquivo1 = B9 | arquivo2 = BD
Offset 001133: arquivo1 = 10 | arquivo2 = 12
Offset 001135: arquivo1 = B9 | arquivo2 = BD
Offset 001138: arquivo1 = 24 | arquivo2 = 26
Offset 00113A: arquivo1 = C8 | arquivo2 = CD
Offset 00113B: arquivo1 = 5A | arquivo2 = 58
Offset 00113D: arquivo1 = D9 | arquivo2 = DC
Offset 001140: arquivo1 = 09 | arquivo2 = 0B
Offset 001142: arquivo1 = 2C | arquivo2 = 2A
Offset 001143: arquivo1 = CC | arquivo2 = CE
Offset 001145: arquivo1 = 7E | arquivo2 = 78
Offset 001148: arquivo1 = ED | arquivo2 = EF
Offset 00114A: arquivo1 = BC | arquivo2 = BB
Offset 00114B: arquivo1 = 55 | arquivo2 = 57
Offset 00114C: arquivo1 = F9 | arquivo2 = FD
Offset 00114D: arquivo1 = FB | arquivo2 = 8E
Offset 00114F: arquivo1 = 62 | arquivo2 = 66
Offset 001150: arquivo1 = 20 | arquivo2 = 50
Offset 001152: arquivo1 = 59 | arquivo2 = 51
Offset 001153: arquivo1 = 4D | arquivo2 = 4F
Offset 001154: arquivo1 = 28 | arquivo2 = 2C
Offset 001155: arquivo1 = 10 | arquivo2 = 6A
Offset 001157: arquivo1 = 89 | arquivo2 = 8D
Offset 001158: arquivo1 = 81 | arquivo2 = F1
Offset 00115A: arquivo1 = 02 | arquivo2 = 0B
Offset 00115B: arquivo1 = B1 | arquivo2 = B3
Offset 00115D: arquivo1 = 9B | arquivo2 = 92
Offset 001160: arquivo1 = 94 | arquivo2 = 96
Offset 001162: arquivo1 = B0 | arquivo2 = C1
Offset 001163: arquivo1 = 59 | arquivo2 = 5B
Offset 001165: arquivo1 = 60 | arquivo2 = 11
Offset 001168: arquivo1 = 7E | arquivo2 = 7C
Offset 00116A: arquivo1 = 2D | arquivo2 = 5F
Offset 00116B: arquivo1 = 6A | arquivo2 = 68
Offset 00116D: arquivo1 = B0 | arquivo2 = C2
Offset 001170: arquivo1 = 82 | arquivo2 = 80
Offset 001172: arquivo1 = 6D | arquivo2 = 1E
Offset 001173: arquivo1 = D9 | arquivo2 = DB
Offset 001175: arquivo1 = 2F | arquivo2 = 5C
Offset 001178: arquivo1 = 94 | arquivo2 = 96
Offset 00117A: arquivo1 = 1A | arquivo2 = 6E
Offset 00117B: arquivo1 = 13 | arquivo2 = 11
Offset 00117D: arquivo1 = 55 | arquivo2 = 21
Offset 00117E: arquivo1 = 58 | arquivo2 = 59
Offset 001180: arquivo1 = 4D | arquivo2 = 4F
Offset 001181: arquivo1 = B4 | arquivo2 = B5
Offset 001182: arquivo1 = D9 | arquivo2 = AC
Offset 001183: arquivo1 = 35 | arquivo2 = 37
Offset 001185: arquivo1 = B6 | arquivo2 = C3
Offset 001188: arquivo1 = 44 | arquivo2 = 46
Offset 00118A: arquivo1 = 07 | arquivo2 = 71
Offset 00118B: arquivo1 = A0 | arquivo2 = A2
Offset 00118D: arquivo1 = 71 | arquivo2 = 07
Offset 00118E: arquivo1 = 34 | arquivo2 = 35
Offset 001190: arquivo1 = 6C | arquivo2 = 6E
Offset 001193: arquivo1 = 9D | arquivo2 = 9F
Offset 001194: arquivo1 = B1 | arquivo2 = B0
Offset 001196: arquivo1 = 90 | arquivo2 = E1
Offset 001198: arquivo1 = D1 | arquivo2 = D3
Offset 001199: arquivo1 = 6C | arquivo2 = 1C
Offset 00119A: arquivo1 = 33 | arquivo2 = 32
Offset 00119B: arquivo1 = F9 | arquivo2 = FB
Offset 00119C: arquivo1 = 9B | arquivo2 = 9A
Offset 00119D: arquivo1 = 9F | arquivo2 = 98
Offset 00119E: arquivo1 = 32 | arquivo2 = 36
Offset 0011A0: arquivo1 = 7F | arquivo2 = 7B
Offset 0011A1: arquivo1 = 7A | arquivo2 = 7F
Offset 0011A2: arquivo1 = D5 | arquivo2 = D7
Offset 0011A3: arquivo1 = 70 | arquivo2 = 73
Offset 0011A4: arquivo1 = 25 | arquivo2 = 27
Offset 0011A5: arquivo1 = DE | arquivo2 = D4
Offset 0011A6: arquivo1 = 89 | arquivo2 = 80
Offset 0011A7: arquivo1 = D1 | arquivo2 = D2
Offset 0011A8: arquivo1 = 86 | arquivo2 = 8C
Offset 0011A9: arquivo1 = 53 | arquivo2 = 5A
Offset 0011AA: arquivo1 = 73 | arquivo2 = 70
Offset 0011AB: arquivo1 = 27 | arquivo2 = 25
Offset 0011AC: arquivo1 = 1F | arquivo2 = 1E
Offset 0011AD: arquivo1 = B8 | arquivo2 = BB
Offset 0011B0: arquivo1 = 00 | arquivo2 = 02
Offset 0011B1: arquivo1 = 82 | arquivo2 = 83
Offset 0011B2: arquivo1 = B9 | arquivo2 = BD
Offset 0011B3: arquivo1 = 10 | arquivo2 = 12
Offset 0011B4: arquivo1 = 0C | arquivo2 = 0D
Offset 0011B5: arquivo1 = B9 | arquivo2 = BD
Offset 0011B8: arquivo1 = 24 | arquivo2 = 26
Offset 0011B9: arquivo1 = E1 | arquivo2 = E0
Offset 0011BA: arquivo1 = C8 | arquivo2 = CD
Offset 0011BB: arquivo1 = 5A | arquivo2 = 58
Offset 0011BC: arquivo1 = F4 | arquivo2 = F1
Offset 0011BD: arquivo1 = D9 | arquivo2 = AE
Offset 0011BF: arquivo1 = 53 | arquivo2 = 57
Offset 0011C0: arquivo1 = 7B | arquivo2 = 0B
Offset 0011C1: arquivo1 = D6 | arquivo2 = D7
Offset 0011C2: arquivo1 = 2C | arquivo2 = 2A
Offset 0011C3: arquivo1 = CC | arquivo2 = CE
Offset 0011C4: arquivo1 = A2 | arquivo2 = A3
Offset 0011C5: arquivo1 = 7E | arquivo2 = 78
Offset 0011C6: arquivo1 = 74 | arquivo2 = 75
Offset 0011C8: arquivo1 = ED | arquivo2 = EF
Offset 0011CA: arquivo1 = BC | arquivo2 = BB
Offset 0011CB: arquivo1 = 55 | arquivo2 = 57
Offset 0011CC: arquivo1 = F8 | arquivo2 = F9
Offset 0011CD: arquivo1 = FB | arquivo2 = FC
Offset 0011CE: arquivo1 = 86 | arquivo2 = 87
Offset 0011D0: arquivo1 = 52 | arquivo2 = 50
Offset 0011D2: arquivo1 = 59 | arquivo2 = 51
Offset 0011D3: arquivo1 = 4D | arquivo2 = 4F
Offset 0011D4: arquivo1 = 29 | arquivo2 = 28
Offset 0011D5: arquivo1 = 10 | arquivo2 = 19
Offset 0011D6: arquivo1 = FB | arquivo2 = FF
Offset 0011D8: arquivo1 = F2 | arquivo2 = F1
Offset 0011D9: arquivo1 = 32 | arquivo2 = 37
Offset 0011DA: arquivo1 = 02 | arquivo2 = 0B
Offset 0011DB: arquivo1 = B1 | arquivo2 = BB
Offset 0011DC: arquivo1 = CC | arquivo2 = CD
Offset 0011DD: arquivo1 = 9B | arquivo2 = E1
Offset 0011DE: arquivo1 = B3 | arquivo2 = BF
Offset 0011E0: arquivo1 = E7 | arquivo2 = 96
Offset 0011E1: arquivo1 = 6A | arquivo2 = 6F
Offset 0011E2: arquivo1 = B0 | arquivo2 = C1
Offset 0011E3: arquivo1 = 59 | arquivo2 = 5B
Offset 0011E4: arquivo1 = 07 | arquivo2 = 06
Offset 0011E5: arquivo1 = 60 | arquivo2 = 10
Offset 0011E6: arquivo1 = 6A | arquivo2 = 6F
Offset 0011E8: arquivo1 = 7F | arquivo2 = 7C
Offset 0011E9: arquivo1 = 8A | arquivo2 = 8E
Offset 0011EA: arquivo1 = 2D | arquivo2 = 5F
Offset 0011EB: arquivo1 = 6A | arquivo2 = 6D
Offset 0011EC: arquivo1 = 77 | arquivo2 = 76
Offset 0011ED: arquivo1 = B0 | arquivo2 = C5
Offset 0011EE: arquivo1 = 8D | arquivo2 = 80
Offset 0011F0: arquivo1 = 85 | arquivo2 = 80
Offset 0011F1: arquivo1 = DD | arquivo2 = D4
Offset 0011F2: arquivo1 = 6D | arquivo2 = 1E
Offset 0011F3: arquivo1 = D9 | arquivo2 = DB
Offset 0011F4: arquivo1 = 58 | arquivo2 = 59
Offset 0011F5: arquivo1 = 2F | arquivo2 = 5C
Offset 0011F6: arquivo1 = 67 | arquivo2 = 60
Offset 0011F8: arquivo1 = 94 | arquivo2 = 96
Offset 0011F9: arquivo1 = 68 | arquivo2 = 6E
Offset 0011FA: arquivo1 = 1A | arquivo2 = 6E
Offset 0011FB: arquivo1 = 13 | arquivo2 = 19
Offset 0011FC: arquivo1 = 98 | arquivo2 = 9A
Offset 0011FD: arquivo1 = 55 | arquivo2 = 23
Offset 0011FE: arquivo1 = 50 | arquivo2 = 58
Offset 0011FF: arquivo1 = 91 | arquivo2 = 92
Offset 001201: arquivo1 = B5 | arquivo2 = B4
Offset 001202: arquivo1 = D9 | arquivo2 = AC
Offset 001203: arquivo1 = 35 | arquivo2 = 37
Offset 001205: arquivo1 = B6 | arquivo2 = B5
Offset 001206: arquivo1 = 02 | arquivo2 = 06
Offset 001207: arquivo1 = 88 | arquivo2 = 89
Offset 001208: arquivo1 = 32 | arquivo2 = 46
Offset 001209: arquivo1 = 96 | arquivo2 = 93
Offset 00120A: arquivo1 = 07 | arquivo2 = 71
Offset 00120B: arquivo1 = A0 | arquivo2 = A2
Offset 00120C: arquivo1 = 2D | arquivo2 = 2C
Offset 00120D: arquivo1 = 71 | arquivo2 = 01
Offset 00120E: arquivo1 = 34 | arquivo2 = 30
Offset 001210: arquivo1 = 6A | arquivo2 = 6E
Offset 001211: arquivo1 = 0A | arquivo2 = 0C
Offset 001213: arquivo1 = 9D | arquivo2 = 9F
Offset 001214: arquivo1 = B2 | arquivo2 = B0
Offset 001216: arquivo1 = 90 | arquivo2 = 97
Offset 001218: arquivo1 = D1 | arquivo2 = D3
Offset 001219: arquivo1 = 1A | arquivo2 = 1F
Offset 00121A: arquivo1 = 33 | arquivo2 = 32
Offset 00121B: arquivo1 = F9 | arquivo2 = FB
Offset 00121C: arquivo1 = 98 | arquivo2 = 9B
Offset 00121D: arquivo1 = 9F | arquivo2 = 97
Offset 00121F: arquivo1 = BE | arquivo2 = BF
Offset 001220: arquivo1 = 70 | arquivo2 = 7B
Offset 001221: arquivo1 = 7E | arquivo2 = 7C
Offset 001222: arquivo1 = D5 | arquivo2 = D7
Offset 001223: arquivo1 = 70 | arquivo2 = 72
Offset 001224: arquivo1 = 26 | arquivo2 = 25
Offset 001225: arquivo1 = DE | arquivo2 = AA
Offset 001226: arquivo1 = 88 | arquivo2 = 8C
Offset 001227: arquivo1 = D3 | arquivo2 = D2
Offset 001228: arquivo1 = F8 | arquivo2 = 8C
Offset 001229: arquivo1 = 5F | arquivo2 = 59
Offset 00122A: arquivo1 = 73 | arquivo2 = 70
Offset 00122B: arquivo1 = 27 | arquivo2 = 25
Offset 00122C: arquivo1 = 1C | arquivo2 = 1E
Offset 00122D: arquivo1 = B8 | arquivo2 = BD
Offset 00122E: arquivo1 = 2D | arquivo2 = 29
Offset 001230: arquivo1 = 06 | arquivo2 = 02
Offset 001231: arquivo1 = 86 | arquivo2 = 80
Offset 001232: arquivo1 = B9 | arquivo2 = BD
Offset 001233: arquivo1 = 10 | arquivo2 = 12
Offset 001234: arquivo1 = 0F | arquivo2 = 0D
Offset 001235: arquivo1 = B9 | arquivo2 = BD
Offset 001236: arquivo1 = AE | arquivo2 = A9
Offset 001238: arquivo1 = 24 | arquivo2 = 26
Offset 001239: arquivo1 = E6 | arquivo2 = E3
Offset 00123A: arquivo1 = C8 | arquivo2 = CD
Offset 00123B: arquivo1 = 5A | arquivo2 = 58
Offset 00123C: arquivo1 = F7 | arquivo2 = FC
Offset 00123D: arquivo1 = D9 | arquivo2 = AF
Offset 00123E: arquivo1 = 59 | arquivo2 = 5D
Offset 00123F: arquivo1 = 5E | arquivo2 = 57
Offset 001240: arquivo1 = 7A | arquivo2 = 0B
Offset 001241: arquivo1 = D2 | arquivo2 = D4
Offset 001242: arquivo1 = 2C | arquivo2 = 2A
Offset 001243: arquivo1 = CC | arquivo2 = CE
Offset 001244: arquivo1 = A1 | arquivo2 = A2
Offset 001245: arquivo1 = 7E | arquivo2 = 0E
Offset 001246: arquivo1 = 74 | arquivo2 = 70
Offset 001247: arquivo1 = 33 | arquivo2 = 32
Offset 001248: arquivo1 = 9B | arquivo2 = EF
Offset 001249: arquivo1 = 4F | arquivo2 = 49
Offset 00124A: arquivo1 = BC | arquivo2 = BB
Offset 00124B: arquivo1 = 55 | arquivo2 = 57
Offset 00124C: arquivo1 = FB | arquivo2 = F9
Offset 00124D: arquivo1 = FB | arquivo2 = FA
Offset 00124E: arquivo1 = 86 | arquivo2 = 82
Offset 001250: arquivo1 = 54 | arquivo2 = 50
Offset 001251: arquivo1 = B0 | arquivo2 = B6
Offset 001252: arquivo1 = 59 | arquivo2 = 51
Offset 001253: arquivo1 = 4D | arquivo2 = 4F
Offset 001254: arquivo1 = 2A | arquivo2 = 28
Offset 001255: arquivo1 = 10 | arquivo2 = 18
Offset 001256: arquivo1 = FB | arquivo2 = FC
Offset 001258: arquivo1 = F3 | arquivo2 = F1
Offset 001259: arquivo1 = 31 | arquivo2 = 34
Offset 00125A: arquivo1 = 02 | arquivo2 = 0B
Offset 00125C: arquivo1 = CF | arquivo2 = B8
Offset 00125D: arquivo1 = 9B | arquivo2 = E7
Offset 00125E: arquivo1 = B9 | arquivo2 = BB
Offset 00125F: arquivo1 = DF | arquivo2 = AA
Offset 001260: arquivo1 = E1 | arquivo2 = 96
Offset 001261: arquivo1 = 6E | arquivo2 = 6C
Offset 001262: arquivo1 = B0 | arquivo2 = C1
Offset 001263: arquivo1 = 59 | arquivo2 = 5B
Offset 001264: arquivo1 = 04 | arquivo2 = 07
Offset 001265: arquivo1 = 60 | arquivo2 = 67
Offset 001266: arquivo1 = 6A | arquivo2 = 6E
Offset 001267: arquivo1 = B3 | arquivo2 = B2
Offset 001268: arquivo1 = 08 | arquivo2 = 7C
Offset 001269: arquivo1 = 8B | arquivo2 = 8D
Offset 00126A: arquivo1 = 2D | arquivo2 = 5F
Offset 00126B: arquivo1 = 6A | arquivo2 = 68
Offset 00126C: arquivo1 = 74 | arquivo2 = 76
Offset 00126D: arquivo1 = B0 | arquivo2 = C4
Offset 00126E: arquivo1 = 88 | arquivo2 = 8C
Offset 001270: arquivo1 = 84 | arquivo2 = 80
Offset 001271: arquivo1 = D1 | arquivo2 = D7
Offset 001272: arquivo1 = 6D | arquivo2 = 1E
Offset 001273: arquivo1 = D9 | arquivo2 = DB
Offset 001274: arquivo1 = 5B | arquivo2 = 59
Offset 001275: arquivo1 = 2F | arquivo2 = 5C
Offset 001276: arquivo1 = 67 | arquivo2 = 60
Offset 001278: arquivo1 = 94 | arquivo2 = 96
Offset 001279: arquivo1 = 68 | arquivo2 = 6D
Offset 00127A: arquivo1 = 1A | arquivo2 = 6E
Offset 00127B: arquivo1 = 13 | arquivo2 = 15
Offset 00127C: arquivo1 = 9B | arquivo2 = EC
Offset 00127D: arquivo1 = 55 | arquivo2 = 23
Offset 00127E: arquivo1 = 5C | arquivo2 = 58
Offset 00127F: arquivo1 = E7 | arquivo2 = 92
Offset 001281: arquivo1 = B5 | arquivo2 = B7
Offset 001282: arquivo1 = D9 | arquivo2 = AC
Offset 001283: arquivo1 = 35 | arquivo2 = 37
Offset 001284: arquivo1 = DE | arquivo2 = DD
Offset 001285: arquivo1 = B6 | arquivo2 = B5
Offset 001286: arquivo1 = 02 | arquivo2 = 06
Offset 001287: arquivo1 = 88 | arquivo2 = 89
Offset 001288: arquivo1 = 32 | arquivo2 = 46
Offset 001289: arquivo1 = 96 | arquivo2 = 90
Offset 00128A: arquivo1 = 07 | arquivo2 = 71
Offset 00128B: arquivo1 = A0 | arquivo2 = A2
Offset 00128C: arquivo1 = 2E | arquivo2 = 2C
Offset 00128D: arquivo1 = 71 | arquivo2 = 01
Offset 00128E: arquivo1 = 34 | arquivo2 = 30
Offset 001290: arquivo1 = 6A | arquivo2 = 6E
Offset 001291: arquivo1 = 0A | arquivo2 = 0D
Offset 001293: arquivo1 = 9D | arquivo2 = 9F
Offset 001294: arquivo1 = B3 | arquivo2 = B0
Offset 001298: arquivo1 = D1 | arquivo2 = D3
Offset 001299: arquivo1 = 1D | arquivo2 = 1E
Offset 00129A: arquivo1 = 33 | arquivo2 = 32
Offset 00129B: arquivo1 = F9 | arquivo2 = FB
Offset 00129C: arquivo1 = 99 | arquivo2 = 9A
Offset 00129D: arquivo1 = 9F | arquivo2 = 9E
Offset 0012A0: arquivo1 = 79 | arquivo2 = 7B
Offset 0012A1: arquivo1 = 7E | arquivo2 = 7D
Offset 0012A2: arquivo1 = D5 | arquivo2 = D7
Offset 0012A3: arquivo1 = 70 | arquivo2 = 72
Offset 0012A4: arquivo1 = 27 | arquivo2 = 24
Offset 0012A5: arquivo1 = DE | arquivo2 = DC
Offset 0012A6: arquivo1 = 88 | arquivo2 = 89
Offset 0012A8: arquivo1 = 8E | arquivo2 = 8C
Offset 0012A9: arquivo1 = 5A | arquivo2 = 58
Offset 0012AA: arquivo1 = 73 | arquivo2 = 70
Offset 0012AB: arquivo1 = 27 | arquivo2 = 25
Offset 0012AC: arquivo1 = 1D | arquivo2 = 1E
Offset 0012AD: arquivo1 = B8 | arquivo2 = BE
Offset 0012B0: arquivo1 = 05 | arquivo2 = 02
Offset 0012B1: arquivo1 = 82 | arquivo2 = 81
Offset 0012B2: arquivo1 = B9 | arquivo2 = BD
Offset 0012B3: arquivo1 = 10 | arquivo2 = 12
Offset 0012B4: arquivo1 = 0E | arquivo2 = 0D
Offset 0012B5: arquivo1 = B9 | arquivo2 = B5
Offset 0012B8: arquivo1 = 2C | arquivo2 = 26
Offset 0012B9: arquivo1 = E1 | arquivo2 = E2
Offset 0012BA: arquivo1 = C8 | arquivo2 = CD
Offset 0012BB: arquivo1 = 5A | arquivo2 = 58
Offset 0012BC: arquivo1 = F6 | arquivo2 = F5
Offset 0012BD: arquivo1 = D9 | arquivo2 = DC
Offset 0012BE: arquivo1 = 59 | arquivo2 = 5A
Offset 0012C0: arquivo1 = 09 | arquivo2 = 0B
Offset 0012C2: arquivo1 = 2C | arquivo2 = 2A
Offset 0012C3: arquivo1 = CC | arquivo2 = CE
Offset 0012C4: arquivo1 = A0 | arquivo2 = A3
Offset 0012C5: arquivo1 = 7E | arquivo2 = 78
Offset 0012C6: arquivo1 = 74 | arquivo2 = 76
Offset 0012C8: arquivo1 = ED | arquivo2 = EF
Offset 0012C9: arquivo1 = 49 | arquivo2 = 48
Offset 0012CA: arquivo1 = BC | arquivo2 = BB
Offset 0012CB: arquivo1 = 55 | arquivo2 = 57
Offset 0012CC: arquivo1 = FA | arquivo2 = F9
Offset 0012CD: arquivo1 = FB | arquivo2 = FC
Offset 0012D0: arquivo1 = 52 | arquivo2 = 50
Offset 0012D1: arquivo1 = B4 | arquivo2 = B7
Offset 0012D2: arquivo1 = 59 | arquivo2 = 51
Offset 0012D3: arquivo1 = 4D | arquivo2 = 4F
Offset 0012D4: arquivo1 = 2B | arquivo2 = 28
Offset 0012D5: arquivo1 = 10 | arquivo2 = 18
Offset 0012D8: arquivo1 = F3 | arquivo2 = F1
Offset 0012D9: arquivo1 = 36 | arquivo2 = 35
Offset 0012DA: arquivo1 = 02 | arquivo2 = 0B
Offset 0012DB: arquivo1 = B1 | arquivo2 = B3
Offset 0012DC: arquivo1 = CE | arquivo2 = CD
Offset 0012DD: arquivo1 = 9B | arquivo2 = 92
Offset 0012DE: arquivo1 = BB | arquivo2 = BA
Offset 0012E0: arquivo1 = 94 | arquivo2 = 96
Offset 0012E1: arquivo1 = 6F | arquivo2 = 6D
Offset 0012E2: arquivo1 = B0 | arquivo2 = C1
Offset 0012E3: arquivo1 = 59 | arquivo2 = 5B
Offset 0012E4: arquivo1 = 05 | arquivo2 = 06
Offset 0012E5: arquivo1 = 60 | arquivo2 = 11
Offset 0012E6: arquivo1 = 6A | arquivo2 = 6B
Offset 0012E8: arquivo1 = 7E | arquivo2 = 7C
Offset 0012E9: arquivo1 = 8E | arquivo2 = 8C
Offset 0012EA: arquivo1 = 2D | arquivo2 = 5F
Offset 0012EB: arquivo1 = 6A | arquivo2 = 68
Offset 0012EC: arquivo1 = 75 | arquivo2 = 76
Offset 0012ED: arquivo1 = B0 | arquivo2 = C4
Offset 0012EE: arquivo1 = 88 | arquivo2 = 8C
Offset 0012F0: arquivo1 = 84 | arquivo2 = 80
Offset 0012F1: arquivo1 = D1 | arquivo2 = D6
Offset 0012F2: arquivo1 = 6D | arquivo2 = 1E
Offset 0012F3: arquivo1 = D9 | arquivo2 = DB
Offset 0012F4: arquivo1 = 5A | arquivo2 = 59
Offset 0012F5: arquivo1 = 2F | arquivo2 = 5C
Offset 0012F8: arquivo1 = 94 | arquivo2 = 96
Offset 0012F9: arquivo1 = 6F | arquivo2 = 6C
Offset 0012FA: arquivo1 = 1A | arquivo2 = 6E
Offset 0012FB: arquivo1 = 13 | arquivo2 = 11
Offset 0012FC: arquivo1 = 9A | arquivo2 = 99
Offset 0012FD: arquivo1 = 55 | arquivo2 = 21
Offset 001300: arquivo1 = 4D | arquivo2 = 4F
Offset 001301: arquivo1 = B5 | arquivo2 = B6
Offset 001302: arquivo1 = D9 | arquivo2 = AC
Offset 001303: arquivo1 = 35 | arquivo2 = 37
Offset 001304: arquivo1 = DF | arquivo2 = DC
Offset 001305: arquivo1 = B6 | arquivo2 = C3
Offset 001308: arquivo1 = 44 | arquivo2 = 46
Offset 001309: arquivo1 = 92 | arquivo2 = 91
Offset 00130A: arquivo1 = 07 | arquivo2 = 71
Offset 00130B: arquivo1 = A0 | arquivo2 = A2
Offset 00130C: arquivo1 = 2F | arquivo2 = 2C
Offset 00130D: arquivo1 = 71 | arquivo2 = 07
Offset 001310: arquivo1 = 6C | arquivo2 = 6E
Offset 001311: arquivo1 = 0E | arquivo2 = 0A
Offset 001313: arquivo1 = 9D | arquivo2 = 9F
Offset 001314: arquivo1 = B4 | arquivo2 = B0
Offset 001318: arquivo1 = D1 | arquivo2 = D3
Offset 001319: arquivo1 = 1D | arquivo2 = 19
Offset 00131A: arquivo1 = 33 | arquivo2 = 32
Offset 00131B: arquivo1 = F9 | arquivo2 = FB
Offset 00131C: arquivo1 = 9E | arquivo2 = 9A
Offset 00131D: arquivo1 = 9F | arquivo2 = 9E
Offset 001320: arquivo1 = 79 | arquivo2 = 7B
Offset 001321: arquivo1 = 7E | arquivo2 = 7A
Offset 001322: arquivo1 = D5 | arquivo2 = D7
Offset 001323: arquivo1 = 70 | arquivo2 = 72
Offset 001324: arquivo1 = 20 | arquivo2 = 24
Offset 001325: arquivo1 = DE | arquivo2 = DC
Offset 001328: arquivo1 = 8E | arquivo2 = 8C
Offset 001329: arquivo1 = 5B | arquivo2 = 5F
Offset 00132A: arquivo1 = 73 | arquivo2 = 70
Offset 00132B: arquivo1 = 27 | arquivo2 = 25
Offset 00132C: arquivo1 = 1A | arquivo2 = 1E
Offset 00132D: arquivo1 = B8 | arquivo2 = BB
Offset 001330: arquivo1 = 00 | arquivo2 = 02
Offset 001331: arquivo1 = 82 | arquivo2 = 86
Offset 001332: arquivo1 = B9 | arquivo2 = BD
Offset 001333: arquivo1 = 10 | arquivo2 = 12
Offset 001334: arquivo1 = 09 | arquivo2 = 0D
Offset 001335: arquivo1 = B9 | arquivo2 = BD
Offset 001338: arquivo1 = 24 | arquivo2 = 26
Offset 001339: arquivo1 = E1 | arquivo2 = E5
Offset 00133A: arquivo1 = C8 | arquivo2 = CD
Offset 00133B: arquivo1 = 5A | arquivo2 = 58
Offset 00133D: arquivo1 = D9 | arquivo2 = AE
Offset 00133F: arquivo1 = 53 | arquivo2 = 57
Offset 001340: arquivo1 = 7B | arquivo2 = 0B
Offset 001341: arquivo1 = D6 | arquivo2 = D2
Offset 001342: arquivo1 = 2C | arquivo2 = 2A
Offset 001343: arquivo1 = CC | arquivo2 = CE
Offset 001345: arquivo1 = 7E | arquivo2 = 0A
Offset 001347: arquivo1 = 36 | arquivo2 = 32
Offset 001348: arquivo1 = 9F | arquivo2 = EF
Offset 001349: arquivo1 = 4B | arquivo2 = 4F
Offset 00134A: arquivo1 = BC | arquivo2 = BB
Offset 00134B: arquivo1 = 55 | arquivo2 = 57
Offset 00134C: arquivo1 = FD | arquivo2 = F9
Offset 00134D: arquivo1 = FB | arquivo2 = FC
Offset 001350: arquivo1 = 52 | arquivo2 = 50
Offset 001351: arquivo1 = B4 | arquivo2 = B0
Offset 001352: arquivo1 = 59 | arquivo2 = 51
Offset 001353: arquivo1 = 4D | arquivo2 = 4F
Offset 001354: arquivo1 = 2C | arquivo2 = 28
Offset 001355: arquivo1 = 10 | arquivo2 = 18
Offset 001358: arquivo1 = F3 | arquivo2 = F1
Offset 001359: arquivo1 = 36 | arquivo2 = 32
Offset 00135A: arquivo1 = 02 | arquivo2 = 0B
Offset 00135B: arquivo1 = B1 | arquivo2 = B3
Offset 00135C: arquivo1 = C9 | arquivo2 = CD
Offset 00135D: arquivo1 = 9B | arquivo2 = 92
Offset 001360: arquivo1 = 94 | arquivo2 = 96
Offset 001361: arquivo1 = 6E | arquivo2 = 6A
Offset 001362: arquivo1 = B0 | arquivo2 = C1
